"","AR","AR+PC","Ridge","LASSO","RF (4 lags)","RF","date"
"240",20.0726029580184,18.3614930928391,17.613278604879,17.3505807891118,17.6135328167337,17.1732780241779,2020-02-01
"241",20.2592818923293,18.5155835854887,17.7442438351286,17.5268460046464,17.8063402176396,17.3691603180096,2020-03-01
"242",20.5863500578825,18.6263448107506,18.2391301487495,17.7636632107018,18.1435908443493,17.6699252963953,2020-04-01
"243",20.594419288746,20.1987853207511,19.8158193987463,17.8066702076396,18.1761184592917,17.7038151210798,2020-05-01
"244",20.693438897725,20.4254991703008,19.831951805713,18.0323198897982,18.3513182849921,17.8135826025354,2020-06-01
"245",20.7096056098911,20.4781942643405,20.1291974365118,18.059515792966,18.4580022264172,17.8919625373409,2020-07-01
"246",20.7118490680999,20.5138369283958,20.3163715481532,18.0600177147713,18.4705281280883,17.9079198360183,2020-08-01
"247",20.7120658582406,20.5141855370522,20.4371482934972,18.0785154007329,18.4964205488121,17.9366791284138,2020-09-01
"248",20.714749989415,20.5216833632165,20.4876216580623,18.0888696888546,18.5079968297931,17.9449144243889,2020-10-01
"249",20.7201030899583,20.5227601370764,20.5339591497182,18.0908960360656,18.509973735076,17.946848665401,2020-11-01
"250",20.7202397650179,20.5280004552256,20.5353298453364,18.0909251030595,18.5100405502452,17.9469206144254,2020-12-01
"251",20.7206369812474,20.528747632749,20.5455610737289,18.0928512531075,18.5100764619929,17.9490199640226,2021-01-01
"252",20.7334094179496,20.5312194527163,20.7325467100898,18.110410387931,18.5193954103116,17.9671119733314,2021-02-01
"253",20.8318837385346,20.6479096396865,20.9229659094172,18.2147409683579,18.6650492381669,18.1107200567252,2021-03-01
"254",20.9358281997005,20.7760778352322,20.9583140513558,18.51126410475,18.9457720490428,18.3216177348569,2021-04-01
"255",20.9571672061549,20.824116679112,21.5026485181204,18.5633745265059,19.0327302373607,18.4317556658268,2021-05-01
"256",21.1811485737727,21.1025354216046,21.905872893578,18.8483360238896,19.3585887084956,18.68841373898,2021-06-01
"257",21.1937477943707,21.1047992392224,21.9532384561045,18.848509749458,19.361043365648,18.6936544692904,2021-07-01
"258",21.1943836612563,21.1396501306819,21.9940099640143,18.8517931969628,19.4022299402853,18.72537808078,2021-08-01
"259",21.2107548158078,21.1809282902324,22.011110161229,18.8920469025072,19.4384055467316,18.7573469521876,2021-09-01
"260",21.5466566808001,21.6347981206509,22.3596946195308,19.2679819817736,19.8833005071491,19.2057494601797,2021-10-01
"261",21.5719935473875,21.6830022133742,22.4822217156366,19.3372155342573,20.0182870375005,19.316260413137,2021-11-01
